critic_id,critic_meter_score,critic_rating,movie_id,movie_review_blurb,movie_title
john-habich,fresh,3/4,cremaster_3,The hypnotic imagery and fragmentary tale explore the connections between place and personal identity.,Cremaster 3 (2003)
john-hanlon,rotten,0.0/5,thats_my_boy,This crude and unfunny comedy is easily the worst movie of 2012.,That's My Boy (2012)
john-hanlon,fresh,4.0/5,ted_2012,A surprisingly funny and crude comedy about a man's relationship with a talking teddy bear.,Ted (2012)
john-hanlon,fresh,3.5/5,the_amazing_spider_man,This reboot works with a freshness and seriousness that was often missing from the 2002 Tobey Maguire film.,The Amazing Spider-Man (2012)
john-hanlon,fresh,5.0/5,savages_2012,"A well-told tale of power, corruption and uncivilized people who use violence and murder to achieve success.",Savages (2012)
john-hanlon,rotten,1.0/5,trishna_2011,"Unfocused and easily forgettable, this drama shows that even a likable actress can't carry a movie that undervalues its characters.",Trishna (2012)
john-hanlon,fresh,3.5/5,killer_joe,An intriguing (and sometimes off-putting) cinematic creation featuring Matthew McConaughey in one of his best performances.,Killer Joe (2012)
john-hanlon,fresh,3.5/5,diary_of_a_wimpy_kid_dog_days,A solid family-friendly film that embraces its quirky characters and their mischievous adventures.,Diary of a Wimpy Kid: Dog Days (2012)
john-hanlon,fresh,3.5/5,hope_springs_2012,This dramedy offers a refreshingly-honest and comedic look at an aging couple still trying to make their relationship work.,Hope Springs (2012)
john-hanlon,rotten,1.5/5,sparkle_2012,"Wallowing in melodrama, the film's sole highlight is Whitney Houston's supporting turn in it.",Sparkle (2012)
john-hanlon,rotten,0.5/5,the_apparition,"From start to finish, the movie basks in horrible horror clichés that will leave viewers straining to find something original in the proceedings.",The Apparition (2012)
john-hanlon,fresh,3.5/5,the_expendables_2,This sequel knows what its audience is looking for and succeeds admirably in providing it.,The Expendables 2 (2012)
john-hanlon,fresh,5.0/5,lawless_2012,This fact-based drama succeeds because of its great cast and its strong story of loyalty and brotherhood.,Lawless (2012)
john-hanlon,rotten,1.0/5,the_cold_light_of_day,A poorly-directly and terribly-executed mess of a motion picture that should have been left in the dark.,The Cold Light of Day (2012)
john-hanlon,fresh,3.5/5,wont_back_down_2012,"While the story is predictable, it compensates for that with great acting and a noble purpose.",Won't Back Down (2012)
john-hanlon,fresh,3.5/5,the_oranges_2011,"Although the film suffers during certain plot developments, the set-up and much of the dialogue ring true in this dramedy.",The Oranges (2012)
john-hanlon,fresh,4.5/5,seven_psychopaths,The film's unique script strangely succeeds in mashing together both intense violence and grand comedy.,Seven Psychopaths (2012)
john-hanlon,rotten,1.0/5,alex_cross,"The cliched plot and terrible dialogue make this so-called ""thriller"" nearly unbearable.",Alex Cross (2012)
john-hanlon,fresh,4.0/5,the_sessions,It's difficult not to be impressed with director and screenwriter Ben Lewin's ability to bring this distinctive and surprisingly emotional story to the big screen.,The Sessions (2012)
john-hanlon,rotten,1.5/5,chasing_mavericks,"This drama, which succeeds when the characters are in the water, has little to offer when they are back on land.",Chasing Mavericks (2012)
john-hanlon,rotten,0.5/5,fun_size,An offensive and obnoxious comedy that never feels secure in its own identity.,Fun Size (2012)
john-hanlon,fresh,3.5/5,en_kongelig_affaere,A well-crafted drama about three flawed individuals who changed the course of history in Denmark.,A Royal Affair (2012)
john-hanlon,fresh,5.0/5,silver_linings_playbook,A unique dramedy that stands heads and shoulders above most romantic films.,Silver Linings Playbook (2012)
john-hanlon,fresh,3.5/5,hyde_park_on_hudson,An unconventional drama that succeeds despite an uneven plot.,Hyde Park on Hudson (2012)
john-hanlon,fresh,5.0/5,monsters_inc,Remains as wonderful and remarkably charming as it was when it was first released.,"Monsters, Inc. (2001)"
john-hanlon,fresh,4.0/5,the_impossible_2012,An emotionally-captivating and well-filmed true tale.,The Impossible (2012)
john-hanlon,rotten,1.5/5,parental_guidance_2012,A joyless and crude comedy that celebrates bathroom humor.,Parental Guidance (2012)
