critic_id,critic_meter_score,critic_rating,movie_id,movie_review_blurb,movie_title
peter-labuza,fresh,A,manakamana,It's hard to describe the passions and joys that Manakamana manages to cohere while celebrating its world.,Manakamana (2014)
peter-labuza,fresh,B,leviafan,"Zvyagintsev has craftedLeviathan with the most sublimated of directing, letting each scene play out with a quiet, methodic use of pace and performance.",Leviathan (2014)
peter-labuza,rotten,C-,mommy_2015,"In Mommy, Dolan has essentially stunted his work, speaking both figuratively and literally.",Mommy (2015)
peter-labuza,fresh,A-,summers_tale,A piercingly funny work of indecision.,A Summer's Tale (2014)
peter-labuza,fresh,B+,the_princess_of_france,"While The Princess of France is a comedy, it, like the Shakespeare play foregrounded within, is ultimately a dark and bittersweet tragedy.",The Princess Of France (2015)
peter-labuza,fresh,B,songs_from_the_north,"Yoo's film is a necessary correction of how we should view or think about what life is really like in North Korea, even if the work feels somewhat limited by its own necessity.",Songs From The North (2015)
peter-labuza,fresh,B-,the_iron_ministry,"The Iron Ministry is a rather odd work for many reasons, even if its depiction of class and ethnicity on various trains across modern China captures an essential moment.",The Iron Ministry (2015)
peter-labuza,rotten,C,interstellar_2014,"When the essential property of film forces us to believe in an illusion, [Nolan] has become the least-spiritual director in contemporary cinema.",Interstellar (2014)
peter-labuza,fresh,A-,buzzard,One of the most exciting pictures in contemporary American cinema.,Buzzard (2015)
peter-labuza,fresh,C,over_your_dead_body,"Over Your Dead Body will certainly appeal to Miike's hardcore fan base, for his technical mastery of blood is on display throughout.",Over Your Dead Body (Kuime) (2014)
peter-labuza,fresh,B,tu_dors_nicole,"Under the direction of Stéphane Lafleur, this Québécois comedy takes on an air of wondrous restlessness in its minor ambitions.",Tu Dors Nicole (2015)
peter-labuza,rotten,C,dying_of_the_light,"It's a film full of Cage at his wide-eyed, extreme intensity, but many of the scenes seem to lose the process that made them.",Dying of the Light (2014)
peter-labuza,fresh,B+,heres_to_the_future,"The result truly embodies the idea of every film being a documentary of its production, but what's more unique here is that this isn't a toiled, labored experience, but simply more of a hangout.",Here's to the Future! (2014)
peter-labuza,fresh,B+,something_anything,"Don't let the generic title fool you. Paul Harrill's Something, Anything gently tells its story through detailed specificity.","Something, Anything (2014)"
peter-labuza,fresh,,st_vincent,Soderbergh's style isn't just a grab-bag of showy devices -- his craft adds dimensions to the characters that are absent from the writing.,St. Vincent (2014)
peter-labuza,rotten,,lucky_bastard_2013,"None of the murders is particularly well staged (the sound effects feel distinctly off), yielding little in the way of suspense.",Lucky Bastard (2014)
peter-labuza,fresh,,about_last_night_2014,It balances any sentimentalism with an over-the-top vulgarity and a more open sexual energy than its predecessor.,About Last Night (2014)
peter-labuza,fresh,,haunt_2013,"A classical haunted-house thriller with perhaps little that's out of the ordinary for the genre, but occasionally inventive execution.",Haunt (2014)
peter-labuza,fresh,B-,clouds_of_sils_maria,"Clouds of Sils Maria shows how it is not the movies that change, but how perception of art itself changes.",Clouds of Sils Maria (2015)
peter-labuza,fresh,B-,the_tale_of_the_princess_kaguya,"In an era where anime films seem to blend into each other aesthetically, Takahata's impressions seems marvelously alive - its modesty in images makes them feel as if they're being created before our very eyes.",The Tale of the Princess Kaguya (2014)
peter-labuza,fresh,A-,hard_to_be_a_god_2015,"Hard to Be a God is the perfection of the director's long-take approach, likely to remain unmatched for years to come.",Hard to be a God (2015)
peter-labuza,fresh,,adieu_au_langage,Language is gone. The new cinema has arrived.,Adieu au langage (Goodbye to Language) (2014)
peter-labuza,fresh,B+,the_strange_little_cat_2014,"A feature that will require multiple viewings, but ones which will pass by briskly and pleasurably so.",The Strange Little Cat (2014)
peter-labuza,fresh,B,after_tiller_2013,"Engaging and thoughtful, After Tiller's examination of its main subjects forms a documentary that wisely treats its subject with more curiosity than dogma.",After Tiller (2013)
peter-labuza,rotten,C-,grace_of_monaco_2013,"A mostly harmless and occasionally offensive affair that purports a ""fictional account"" of a true story.",Grace Of Monaco (2014)
peter-labuza,fresh,B+,timbuktu_2015,"Abderrahmane Sissako can no longer be called one of the greatest African directors of our time; he has become, simply, one of the greatest directors of our time.",Timbuktu (2015)
peter-labuza,fresh,B,mr_turner,"Leigh's camera searches this world through slow and ponderous movements, every gesture by an actor as carefully calculated as the forceful actions Turner throws onto his canvases.",Mr. Turner (2014)
