critic_id,critic_meter_score,critic_rating,movie_id,movie_review_blurb,movie_title
james-white,rotten,2/5,den_of_thieves,"Slick and solid in moments, Den Of Thieves disappoints with its reliance on easy plotting and gruff, overcooked acting. One for Butler completists only.",Den of Thieves (2018)
james-white,fresh,3/5,jackass_3,"If you're ever considered whether a port-a-potty would make a good catapult, this is for you.",Jackass 3 (2010)
james-white,rotten,2/5,you_again,By-the-numbers comedy with only the occasional giggle to recommend it.,You Again (2010)
james-white,fresh,3.5/5,tangled,"For the first time in a while, it looks like Disney's cracked the formula without needing to rely on Pixar to figure out the equations.",Tangled (2010)
james-white,fresh,3/5,the_rite,"Hopkins does his thing, and Hallestrom leaves him alone to do it well.",The Rite (2011)
james-white,fresh,3/5,the-company-men,"Wells knows how to extract the goods from a great cast, but it's in service of a somewhat mundane story.",The Company Men (2011)
james-white,fresh,3/5,hall_pass,"Not up there with the Farrelly brothers' classics, but still a worthwhile, farcical comedy.",Hall Pass (2011)
james-white,rotten,2/5,faster_2010,"As a violent but mediocre nod to '70s action thrillers, it's a curiously inert affair, leaving the one-time Rock to pass the time by shooting people in the head. Missable.",Faster (2010)
james-white,fresh,3/5,lincoln_lawyer,A solid thriller with McConaughey doing what he does best.,The Lincoln Lawyer (2011)
james-white,rotten,2/5,the_roommate,The clichés come thick and fast in this ponderous thriller.,The Roommate (2011)
james-white,fresh,3/5,arthur_2011,Brand fan? You'll likely enjoy his antics. But Russellophobics would be better off seeking out the original.,Arthur (2011)
james-white,rotten,2/5,prom_2011,"Not knowing enough for the Glee/Easy A generation and laden with enough Prom-movie clichés to have older viewing running for the exits, it's old hat.",Prom (2011)
james-white,rotten,1/5,vampires_suck,A Twilight pastiche with all the wit you'd expect from the makers of Scary Movie and Meet The Spartans.,Vampires Suck (2010)
james-white,fresh,3/5,mr_poppers_penguins_2010,"Sweet-natured, undemanding family fun.",Mr. Popper's Penguins (2011)
james-white,rotten,2.5/5,10009274-priest,anyone who has seen the trailer has seen a good 80% of anything worth watching here,Priest (2011)
james-white,rotten,2.5/5,girl_with_the_red_riding_hood,it perfectly sums up the muddled feeling of a gothic horror romance that never feels all that romantic nor particularly scary.,Red Riding Hood (2011)
james-white,fresh,3/5,footloose-2010,"There have been far, far worse remakes out there. Harmless, feel-good fun.",Footloose (2011)
james-white,fresh,3/5,real_steel,"It's not quite in Balboa's weight class, but Real Steel at least has some heft.",Real Steel (2011)
james-white,rotten,2.5/5,the_thing_2011,"While it doesn't spoil the legacy of John Carpenter's film, it doesn't exactly add much to it either.",The Thing (2011)
james-white,fresh,4/5,contagion_2011,"Contagion's not the feel-good movie of the year, but it's effective, compelling and smart and will have you twitching at every cough you hear for days afterwards.",Contagion (2011)
james-white,fresh,3/5,in_time,"For all its flaws, this remains worth some of your hard-earned time.",In Time (2011)
james-white,rotten,2/5,dream_house_2011,This is one property you'd do well to stay away from.,Dream House (2011)
james-white,fresh,3/5,very_harold_and_kumar_christmas,There are a lot of laughs lurking within the shiny 3D wrapping and snow-covered silliness.,A Very Harold & Kumar Christmas (2011)
james-white,rotten,2/5,the_devil_inside,"While the Devil might have a claim to hold all the best tunes, on the evidence of this, he really needs a word with his film development department.",The Devil Inside (2012)
james-white,fresh,4/5,marvels_the_avengers,A joyous blend of heroism and humour that raises the stakes even as it maintains a firm grip on what makes the individual heroes tick.,Marvel's The Avengers (2012)
james-white,rotten,3.5/5,cowboys_and_aliens,"we get a standard story, some decent setpieces and only a few funny lines...Take the ride, but don't blame us if you end up saddle sore.",Cowboys & Aliens (2011)
james-white,rotten,2/5,american_reunion_2012,"It's occasionally entertaining to have these characters back in our lives, but for the most part this fails to party like it's 1999.",American Reunion (2012)
james-white,rotten,2/5,resident_evil_afterlife,"Brash and bombastic this new entry might be, but it's also criminally boring.",Resident Evil: Afterlife (2010)
james-white,rotten,2/5,jonah_hex,An object lesson in how not to adapt a comic book. A crushing disappointment.,Jonah Hex (2010)
james-white,rotten,1/5,truth_about_love,"Borrowed liberally from stock British elements (Dougray Scott's character is restoring a boat! There's a chase to stop a lover leaving!), there's nothing new to enjoy here.",Truth About Love (2005)
james-white,fresh,3/5,freedom_writers,"It may only deserve a C for achievement, but it ranks a B+ for effort.",Freedom Writers (2007)
james-white,fresh,3/5,stomp_the_yard,"Driven along by a decent cast who really turn it on during the musical moments, letting their steps tell the story.",Stomp the Yard (2007)
james-white,fresh,3/5,hairspray,"A mix of savoury issues and sweet songs that lets the latter win out. It's short on the subversive vibe of John Waters' version, but if catchy tunes and a cast having a blast are all you're after, this will leave a smile.",Hairspray (2007)
james-white,rotten,2/5,evan_almighty,"Often mainlining its message at the expense of laughs, this is unassuming fare that just about holds the line between floating and sinking. Carell's a solid centre, but someone needs to tell him he's better than this.",Evan Almighty (2007)
james-white,rotten,2/5,1175072-license_to_wed,"Ken Kwapis' comedy ploughs a well-tended furrow, from the hard truths our lovebirds discover to Williams' family-friendly schtick. There aren't enough laughs or sparks to warrant saying, ""I do!"" at the box office.",License to Wed (2007)
james-white,rotten,2/5,war-2007,"Like its leading men, War's got a few handy moves up its sleeve, but when the dust-ups clear it emerges underwritten and over-cranked.",War (Rogue Assassin) (2007)
james-white,rotten,1/5,daddy_day_camp,Follow US audiences' lead - pitch your cinematic tent elsewhere.,Daddy Day Camp (2007)
james-white,rotten,2/5,10010150-unborn,"Unsatisfying, hokey and never that scary (unless you're the type who jumps at every loud noise or sudden appearance in this sort of movie), The Unborn outstays even its brief lifespan.",The Unborn (2009)
james-white,fresh,3/5,race_to_witch_mountain,"Race proves a fun, snappy update to a goofy kiddie cult film.",Race to Witch Mountain (2009)
james-white,rotten,2.5/5,10009636-igor,"There's a lurking feeling that somewhere along the production line, nervous studio types ordered changes to make the movie more commercial.",Igor (2008)
james-white,fresh,3/5,other_guys,Skewers the action genre while also finding room for sheer madness.,The Other Guys (2010)
james-white,fresh,3.5/5,1190970-ghost_town,"Rises above expectations, even though it never quite shatters the genre mould.",Ghost Town (2008)
james-white,fresh,3/5,1190964-imagine_that,"Murphy goes through the motions and no-one will be surprised at the outcome, but the journey is what matters in these movies and Imagine That makes it bearable for anyone over the age of 10.",Imagine That (2009)
james-white,rotten,2/5,gamer,"Edited with the finesse of a toddler on a sherbet dib-dab rush, the film dashes from one over-stylised battle sequence to the next.",Gamer (2009)
james-white,fresh,4/5,where_the_wild_things_are,"It's a divisive and sometimes difficult film, but if you let it into your heart, you'll end up grateful.",Where the Wild Things Are (2009)
james-white,fresh,3.5/5,10012068-repo_men,"It might not be the most original tale, but it's visceral, visual and vitriolic, with a line in sharp, dark humour.",Repo Men (2010)
james-white,fresh,4/5,hot_tub_time_machine,"It's exactly the sort of film that the title would suggest, but it's also disarmingly fresh and very funny.",Hot Tub Time Machine (2010)
james-white,fresh,3/5,1226860-losers,"Lithe, bold, often funny and full of characters to cheer for, it never pretends to be anything more than a trigger-happy romp. If that's what you're after, The Losers offers plenty of explosive entertainment.",The Losers (2010)
james-white,fresh,4/5,shrek_forever_after,"DreamWorks could be entering a period of fresh creativity. With How To Train Your Dragon and a balanced, darker-hued and very funny Shrek finale, they've found the magic again.",Shrek Forever After (2010)
james-white,fresh,4/5,shrek_forever_after,"DreamWorks could be entering a period of fresh creativity. With How To Train Your Dragon and a balanced, darker-hued and very funny Shrek finale, they've found the magic again.",Shrek Forever After (2010)
james-white,fresh,3/5,karate_kid_2010,"Smith might be the focus, but while he's got the charisma and the moves, it's Chan who makes it punch above its weight. Nice scenery too.",The Karate Kid (2010)
james-white,fresh,5/5,toy_story_3,Even the hardest of hearts will have melted by the time the lights come back up.,Toy Story 3 (2010)
james-white,fresh,5/5,scott_pilgrims_vs_the_world,"Dazzling, energetic, sharp and endlessly engaging.",Scott Pilgrim vs. the World (2010)
james-white,fresh,3.5/5,10009083-land_of_the_lost,"The insane comedy/action hybrid emerges as a nutty, funny, unashamedly weird action comedy hybrid that is more consistently laugh-grabbing than many of its contemporaries doing far better business at the box office.",Land of the Lost (2009)
james-white,fresh,3/5,think_like_a_man,"More certain of its tone than Tyler Perry's melodramatic rom-coms, it's a good-hearted comedy of modern manners that provides a chuckle or two.",Think Like a Man (2012)
james-white,rotten,2/5,the_darkest_hour,"In what might prove to be one of the most egregious examples of concept far outstripping execution, The Darkest Hour ends up as this year's Skyline: aliens+paper-thin screenplay=cinematic snooze.",The Darkest Hour (2011)
