critic_id,critic_meter_score,critic_rating,movie_id,movie_review_blurb,movie_title
jonathan-pile,fresh,3/5,early_man,"An often amusing reimagining of Bronze Age history  that, while it doesn't quite match the best of Aardman, is still solid family entertainment.",Early Man (2018)
jonathan-pile,fresh,4/5,jack_reacher_never_go_back,"Overall, a superior sequel.",Jack Reacher: Never Go Back (2016)
jonathan-pile,fresh,3/5,amanda_knox,"An interesting introduction to (or reminder of) Amanda Knox's story following the murder of her flatmate Meredith Kercher, but it doesn't have the depth of other recent true-crime investigations.",Amanda Knox (2016)
jonathan-pile,fresh,4/5,oasis_supersonic,"The story of Britpop's iconic band at its peak is told with wit, honesty and swagger. Which, given its two leads, is entirely fitting.",Oasis: Supersonic (2016)
jonathan-pile,rotten,2/5,the_girl_on_the_train_2016,"When location scouting is the most striking aspect of a film, something's awry. And sadly this mystery fails to intrigue.",The Girl on the Train (2016)
jonathan-pile,fresh,3/5,blair_witch,"Effectively scary and occasionally inventive, Blair Witch is a solid genre film both helped and hindered by its franchise's place in cinematic history.",Blair Witch (2016)
jonathan-pile,rotten,2/5,ben_hur_2016,"Passable for the most part, but laughably inept in places, Ben-Hur 2016 relies on its overly CG action to pull it through. But in the end it can only stagger, bruised and bloodied, across the finish line.",Ben-Hur (2016)
jonathan-pile,fresh,4/5,kubo_and_the_two_strings_2016,"Yet another success for stop-motion giants Laika, Kubo boasts big laughs and effective scares in a typically gorgeous animated tale.",Kubo and the Two Strings (2016)
jonathan-pile,fresh,3/5,the_secret_life_of_pets,"An affable adventure with a strong voice cast. What it lacks in originality, it claws back with strong visual gags and a witty script.",The Secret Life of Pets (2016)
jonathan-pile,fresh,4/5,adult_life_skills_2016,"Witty and moving, this is a low-budget Brit triumph that marks its director as a talent to watch.",Adult Life Skills (2016)
jonathan-pile,fresh,3/5,a_hologram_for_the_king,"An adaptation of the Dave Eggers novel that struggles to make itself stand out, content instead to coast by on gentle comedy and Hanks' charm. Pleasant but ultimately forgettable.",A Hologram for the King (2016)
jonathan-pile,fresh,4/5,everybody_wants_some,"A perfectly pitched blast of nostalgia, which will transport you to that time in life when the future stretched before you and anything seemed possible.",Everybody Wants Some!! (2016)
jonathan-pile,rotten,1/5,hardcore_henry,"Light on plot, high on braindead action, it turns out there's a reason hardly any films are shot in first-person view - it's just not a very good idea.",Hardcore Henry (2016)
jonathan-pile,fresh,3/5,risen_2016,"It has its moments, but it blows the interesting premise - the resurrection of Jesus told as a mystery - too early for an overlong, overly religious finale.",Risen (2016)
jonathan-pile,fresh,4/5,10_cloverfield_lane,A thriller that winds you tighter and tighter before its secrets come tumbling out in a cathartic finale.,10 Cloverfield Lane (2016)
jonathan-pile,fresh,3/5,deadpool,"A fun, if patchy, alternative to the glut of 'the world is about to end unless we do something' comic-book films.",Deadpool (2016)
jonathan-pile,fresh,4/5,the_lego_batman_movie,"A highly quotable, visual treat that's packed with in-jokes but is entertaining enough on its own terms to work for fans and non-fans alike. The best Batman film in years.",The Lego Batman Movie (2017)
jonathan-pile,rotten,,the_space_between_us,An interesting premise fails to ignite amid an underwritten central romance and some clichéd plotting. An often eye-rolling ride.,The Space Between Us (2017)
jonathan-pile,fresh,3/5,ghostbusters_2016,"An effectively spooky opening gives way to a film that's fun, funny and full of energy.",Ghostbusters (2016)
jonathan-pile,fresh,3/5,life_2017,"Part Alien, part Gravity, just not as good as either of them. But Life whips along at a decent pace and deploys enough engaging action sequences to make it work.",Life (2017)
